Iter  | Wout Imp | Green It | Nb Yello | Nb Red I | LB         | Lagr Cost | Real Cost | Primal Co | UB     | Step   | Lambda   | Alpha    | Feasibility | Time      | 
160   | 25       | 0        | 0        | 5        | 13.460790  | 11.080420 | 59.000000 | 9.173506  | 47.000 | 0.0024 | 1.149870 | 0.100000 | NO          | 0.649669  | 
161   | 26       | 0        | 0        | 6        | 13.460790  | 4.825756  | 59.000000 | 8.649693  | 47.000 | 0.0029 | 1.149870 | 0.100000 | NO          | 0.651274  | 
162   | 27       | 0        | 0        | 7        | 13.460790  | 11.708626 | 0.000000  | 8.680283  | 47.000 | 0.0006 | 1.149870 | 0.100000 | NO          | 0.652989  | 
163   | 28       | 0        | 0        | 8        | 13.460790  | 11.823489 | 0.000000  | 9.625937  | 47.000 | 0.0005 | 1.149870 | 0.100000 | NO          | 0.655019  | 
164   | 29       | 0        | 0        | 9        | 13.460790  | 12.049554 | 59.000000 | 9.890910  | 47.000 | 0.0021 | 1.149870 | 0.100000 | NO          | 0.656787  | 
165   | 30       | 0        | 0        | 10       | 13.460790  | 7.379473  | 59.000000 | 9.590827  | 47.000 | 0.0024 | 1.149870 | 0.100000 | NO          | 0.658490  | 
166   | 31       | 0        | 0        | 11       | 13.460790  | 11.826683 | 0.000000  | 9.613185  | 47.000 | 0.0006 | 1.149870 | 0.100000 | NO          | 0.660216  | 
167   | 32       | 0        | 0        | 12       | 13.460790  | 11.878746 | 0.000000  | 10.323093 | 47.000 | 0.0005 | 1.149870 | 0.100000 | NO          | 0.661901  | 
168   | 33       | 0        | 0        | 13       | 13.460790  | 10.610839 | 59.000000 | 10.358113 | 47.000 | 0.0023 | 1.149870 | 0.100000 | NO          | 0.663492  | 
169   | 34       | 0        | 0        | 14       | 13.460790  | 5.346309  | 59.000000 | 9.747435  | 47.000 | 0.0027 | 1.149870 | 0.100000 | NO          | 0.665138  | 
170   | 35       | 0        | 0        | 15       | 13.460790  | 11.657868 | 0.000000  | 9.766539  | 47.000 | 0.0006 | 1.149870 | 0.100000 | NO          | 0.666856  | 
171   | 36       | 0        | 0        | 16       | 13.460790  | 11.742590 | 0.000000  | 10.343020 | 47.000 | 0.0006 | 1.149870 | 0.100000 | NO          | 0.668571  | 
172   | 37       | 0        | 0        | 17       | 13.460790  | 12.867672 | 59.000000 | 10.626060 | 47.000 | 0.0020 | 1.149870 | 0.100000 | NO          | 0.670227  | 
173   | 38       | 0        | 0        | 18       | 13.460790  | 8.651664  | 59.000000 | 10.393560 | 47.000 | 0.0023 | 1.149870 | 0.100000 | NO          | 0.671847  | 
174   | 39       | 0        | 0        | 19       | 13.460790  | 11.807383 | 0.000000  | 10.407698 | 47.000 | 0.0006 | 1.149870 | 0.100000 | NO          | 0.673519  | 
175   | 40       | 0        | 0        | 20       | 13.460790  | 11.879073 | 0.000000  | 10.873790 | 47.000 | 0.0005 | 1.149870 | 0.100000 | NO          | 0.675181  | 
176   | 41       | 0        | 0        | 1        | 13.460790  | 11.866135 | 59.000000 | 10.964396 | 47.000 | 0.0016 | 0.770413 | 0.100000 | NO          | 0.676770  | 
177   | 42       | 0        | 0        | 2        | 13.460790  | 10.338303 | 59.000000 | 10.890313 | 47.000 | 0.0017 | 0.770413 | 0.100000 | NO          | 0.678369  | 
178   | 43       | 0        | 0        | 3        | 13.460790  | 12.554118 | 0.000000  | 10.906951 | 47.000 | 0.0004 | 0.770413 | 0.100000 | NO          | 0.680091  | 
179   | 44       | 0        | 0        | 4        | 13.460790  | 12.608395 | 0.000000  | 11.450540 | 47.000 | 0.0003 | 0.770413 | 0.100000 | NO          | 0.681769  | 
180   | 0        | 1        | 0        | 0        | 13.650145  | 13.650145 | 0.000000  | 11.819396 | 47.000 | 0.0013 | 0.770413 | 0.100000 | NO          | 0.689579  | 
181   | 1        | 0        | 0        | 1        | 13.650145  | 10.282461 | 59.000000 | 11.793923 | 47.000 | 0.0016 | 0.847454 | 0.100000 | NO          | 0.691309  | 
182   | 2        | 0        | 0        | 2        | 13.650145  | 9.680071  | 59.000000 | 11.531470 | 47.000 | 0.0017 | 0.847454 | 0.100000 | NO          | 0.692978  | 
183   | 3        | 0        | 0        | 3        | 13.650145  | 12.533529 | 0.000000  | 11.541490 | 47.000 | 0.0004 | 0.847454 | 0.100000 | NO          | 0.695139  | 
184   | 4        | 0        | 0        | 4        | 13.650145  | 12.608986 | 0.000000  | 11.901964 | 47.000 | 0.0003 | 0.847454 | 0.100000 | NO          | 0.697010  | 
185   | 0        | 1        | 0        | 0        | 14.169943  | 14.169943 | 0.000000  | 12.121355 | 47.000 | 0.0017 | 0.847454 | 0.100000 | NO          | 0.698810  | 
186   | 1        | 0        | 0        | 1        | 14.169943  | 9.776378  | 59.000000 | 11.990673 | 47.000 | 0.0018 | 0.932200 | 0.100000 | NO          | 0.700765  | 
187   | 2        | 0        | 0        | 2        | 14.169943  | 5.079612  | 59.000000 | 11.149447 | 47.000 | 0.0027 | 0.932200 | 0.100000 | NO          | 0.702805  | 
188   | 3        | 0        | 0        | 3        | 14.169943  | 12.458086 | 0.000000  | 11.162533 | 47.000 | 0.0006 | 0.932200 | 0.100000 | NO          | 0.704856  | 
189   | 4        | 0        | 0        | 4        | 14.169943  | 12.546440 | 0.000000  | 11.609003 | 47.000 | 0.0005 | 0.932200 | 0.100000 | NO          | 0.706926  | 
190   | 5        | 0        | 0        | 5        | 14.169943  | 8.596425  | 59.000000 | 11.350169 | 47.000 | 0.0028 | 0.932200 | 0.100000 | NO          | 0.709014  | 
191   | 6        | 0        | 0        | 6        | 14.169943  | 5.385525  | 59.000000 | 10.640988 | 47.000 | 0.0029 | 0.932200 | 0.100000 | NO          | 0.711123  | 
192   | 7        | 0        | 0        | 7        | 14.169943  | 12.734999 | 0.000000  | 10.661928 | 47.000 | 0.0005 | 0.932200 | 0.100000 | NO          | 0.713433  | 
193   | 8        | 0        | 0        | 8        | 14.169943  | 12.813977 | 0.000000  | 11.357619 | 47.000 | 0.0005 | 0.932200 | 0.100000 | NO          | 0.715613  | 
194   | 9        | 0        | 0        | 9        | 14.169943  | 11.463693 | 59.000000 | 11.368227 | 47.000 | 0.0022 | 0.932200 | 0.100000 | NO          | 0.717672  | 
195   | 10       | 0        | 0        | 10       | 14.169943  | 7.808017  | 59.000000 | 10.953399 | 47.000 | 0.0024 | 0.932200 | 0.100000 | NO          | 0.719773  | 
196   | 11       | 0        | 0        | 11       | 14.169943  | 12.874697 | 0.000000  | 10.972612 | 47.000 | 0.0005 | 0.932200 | 0.100000 | NO          | 0.721897  | 
197   | 12       | 0        | 0        | 12       | 14.169943  | 12.949514 | 0.000000  | 11.594143 | 47.000 | 0.0005 | 0.932200 | 0.100000 | NO          | 0.724218  | 
198   | 13       | 0        | 0        | 13       | 14.169943  | 11.886378 | 59.000000 | 11.628861 | 47.000 | 0.0018 | 0.932200 | 0.100000 | NO          | 0.726385  | 
199   | 14       | 0        | 0        | 14       | 14.169943  | 8.068910  | 59.000000 | 11.208200 | 47.000 | 0.0022 | 0.932200 | 0.100000 | NO          | 0.728517  | 
200   | 15       | 0        | 0        | 15       | 14.169943  | 12.900046 | 0.000000  | 11.225118 | 47.000 | 0.0005 | 0.932200 | 0.100000 | NO          | 0.730738  | 
201   | 16       | 0        | 0        | 16       | 14.169943  | 12.967086 | 0.000000  | 11.775467 | 47.000 | 0.0005 | 0.932200 | 0.100000 | NO          | 0.732931  | 
202   | 17       | 0        | 0        | 17       | 14.169943  | 12.920097 | 59.000000 | 11.910945 | 47.000 | 0.0017 | 0.932200 | 0.100000 | NO          | 0.735010  | 
203   | 18       | 0        | 0        | 18       | 14.169943  | 8.718911  | 59.000000 | 11.537370 | 47.000 | 0.0021 | 0.932200 | 0.100000 | NO          | 0.737106  | 
204   | 19       | 0        | 0        | 19       | 14.169943  | 12.934011 | 0.000000  | 11.551337 | 47.000 | 0.0005 | 0.932200 | 0.100000 | NO          | 0.739268  | 
205   | 20       | 0        | 0        | 20       | 14.169943  | 13.005067 | 0.000000  | 12.003038 | 47.000 | 0.0004 | 0.932200 | 0.100000 | NO          | 0.741394  | 
206   | 21       | 0        | 0        | 1        | 14.169943  | 13.077741 | 59.000000 | 12.110509 | 47.000 | 0.0011 | 0.624574 | 0.100000 | NO          | 0.743789  | 
207   | 22       | 0        | 0        | 2        | 14.169943  | 11.660004 | 59.000000 | 12.059150 | 47.000 | 0.0013 | 0.624574 | 0.100000 | NO          | 0.750610  | 
208   | 23       | 0        | 0        | 3        | 14.169943  | 13.509006 | 0.000000  | 12.073648 | 47.000 | 0.0003 | 0.624574 | 0.100000 | NO          | 0.757962  | 
209   | 24       | 0        | 0        | 4        | 14.169943  | 13.535332 | 0.000000  | 12.549601 | 47.000 | 0.0003 | 0.624574 | 0.100000 | NO          | 0.761230  | 
210   | 0        | 1        | 0        | 0        | 14.290131  | 14.290131 | 0.000000  | 12.839288 | 47.000 | 0.0009 | 0.624574 | 0.100000 | NO          | 0.773291  | 
211   | 1        | 0        | 0        | 1        | 14.290131  | 12.796528 | 59.000000 | 12.835033 | 47.000 | 0.0013 | 0.687031 | 0.100000 | NO          | 0.776232  | 
212   | 2        | 0        | 0        | 2        | 14.290131  | 10.389974 | 59.000000 | 12.530348 | 47.000 | 0.0014 | 0.687031 | 0.100000 | NO          | 0.778913  | 
213   | 3        | 0        | 0        | 3        | 14.290131  | 13.267053 | 0.000000  | 12.537715 | 47.000 | 0.0003 | 0.687031 | 0.100000 | NO          | 0.781734  | 
214   | 4        | 0        | 0        | 4        | 14.290131  | 13.337214 | 0.000000  | 12.800030 | 47.000 | 0.0003 | 0.687031 | 0.100000 | NO          | 0.784355  | 
215   | 5        | 0        | 0        | 5        | 14.290131  | 13.761231 | 59.000000 | 12.895194 | 47.000 | 0.0016 | 0.687031 | 0.100000 | NO          | 0.787047  | 
216   | 6        | 0        | 0        | 6        | 14.290131  | 10.827382 | 59.000000 | 12.651840 | 47.000 | 0.0017 | 0.687031 | 0.100000 | NO          | 0.790180  | 
217   | 7        | 0        | 0        | 7        | 14.290131  | 13.431123 | 0.000000  | 12.659633 | 47.000 | 0.0003 | 0.687031 | 0.100000 | NO          | 0.793095  | 
218   | 8        | 0        | 0        | 8        | 14.290131  | 13.488197 | 0.000000  | 12.930243 | 47.000 | 0.0003 | 0.687031 | 0.100000 | NO          | 0.795806  | 
219   | 0        | 1        | 0        | 0        | 14.521329  | 14.521329 | 0.000000  | 13.145754 | 47.000 | 0.0013 | 0.687031 | 0.100000 | NO          | 0.798423  | 
220   | 1        | 0        | 0        | 1        | 14.521329  | 7.094701  | 59.000000 | 12.918119 | 47.000 | 0.0021 | 0.755734 | 0.100000 | NO          | 0.800831  | 
221   | 2        | 0        | 0        | 2        | 14.521329  | 6.214536  | 59.000000 | 12.066686 | 47.000 | 0.0020 | 0.755734 | 0.100000 | NO          | 0.803137  | 
222   | 3        | 0        | 0        | 3        | 14.521329  | 12.996471 | 0.000000  | 12.075984 | 47.000 | 0.0005 | 0.755734 | 0.100000 | NO          | 0.806381  | 
223   | 4        | 0        | 0        | 4        | 14.521329  | 13.105097 | 0.000000  | 12.396648 | 47.000 | 0.0004 | 0.755734 | 0.100000 | NO          | 0.809100  | 
224   | 5        | 0        | 0        | 5        | 14.521329  | 12.751259 | 59.000000 | 12.440548 | 47.000 | 0.0019 | 0.755734 | 0.100000 | NO          | 0.811473  | 
225   | 6        | 0        | 0        | 6        | 14.521329  | 7.931176  | 59.000000 | 11.901077 | 47.000 | 0.0022 | 0.755734 | 0.100000 | NO          | 0.813712  | 
226   | 7        | 0        | 0        | 7        | 14.521329  | 13.331382 | 0.000000  | 11.915380 | 47.000 | 0.0004 | 0.755734 | 0.100000 | NO          | 0.815935  | 
227   | 8        | 0        | 0        | 8        | 14.521329  | 13.388643 | 0.000000  | 12.380478 | 47.000 | 0.0004 | 0.755734 | 0.100000 | NO          | 0.818076  | 
228   | 9        | 0        | 0        | 9        | 14.521329  | 12.126313 | 59.000000 | 12.347910 | 47.000 | 0.0017 | 0.755734 | 0.100000 | NO          | 0.820040  | 
229   | 10       | 0        | 0        | 10       | 14.521329  | 7.364656  | 59.000000 | 11.732282 | 47.000 | 0.0020 | 0.755734 | 0.100000 | NO          | 0.822477  | 
230   | 11       | 0        | 0        | 11       | 14.521329  | 13.348021 | 0.000000  | 11.748440 | 47.000 | 0.0004 | 0.755734 | 0.100000 | NO          | 0.825077  | 
231   | 12       | 0        | 0        | 12       | 14.521329  | 13.412870 | 0.000000  | 12.257570 | 47.000 | 0.0004 | 0.755734 | 0.100000 | NO          | 0.827299  | 
232   | 13       | 0        | 0        | 13       | 14.521329  | 13.543159 | 59.000000 | 12.426787 | 47.000 | 0.0015 | 0.755734 | 0.100000 | NO          | 0.829407  | 
233   | 14       | 0        | 0        | 14       | 14.521329  | 9.155077  | 59.000000 | 12.033952 | 47.000 | 0.0018 | 0.755734 | 0.100000 | NO          | 0.831387  | 
234   | 15       | 0        | 0        | 15       | 14.521329  | 13.439298 | 0.000000  | 12.048005 | 47.000 | 0.0004 | 0.755734 | 0.100000 | NO          | 0.833425  | 
235   | 16       | 0        | 0        | 16       | 14.521329  | 13.492219 | 0.000000  | 12.500945 | 47.000 | 0.0004 | 0.755734 | 0.100000 | NO          | 0.835381  | 
236   | 17       | 0        | 0        | 17       | 14.521329  | 13.283681 | 59.000000 | 12.602674 | 47.000 | 0.0015 | 0.755734 | 0.100000 | NO          | 0.837277  | 
237   | 18       | 0        | 0        | 18       | 14.521329  | 9.124697  | 59.000000 | 12.181625 | 47.000 | 0.0018 | 0.755734 | 0.100000 | NO          | 0.840069  | 
238   | 19       | 0        | 0        | 19       | 14.521329  | 13.434667 | 0.000000  | 12.194156 | 47.000 | 0.0004 | 0.755734 | 0.100000 | NO          | 0.842588  | 
239   | 20       | 0        | 0        | 20       | 14.521329  | 13.492398 | 0.000000  | 12.593209 | 47.000 | 0.0004 | 0.755734 | 0.100000 | NO          | 0.844795  | 
240   | 0        | 1        | 0        | 0        | 14.633646  | 14.633646 | 59.000000 | 12.797253 | 47.000 | 0.0009 | 0.506342 | 0.100000 | NO          | 0.854280  | 
241   | 1        | 0        | 0        | 1        | 14.633646  | 11.971638 | 59.000000 | 12.699325 | 47.000 | 0.0010 | 0.556976 | 0.100000 | NO          | 0.856403  | 
242   | 2        | 0        | 0        | 2        | 14.633646  | 14.254420 | 0.000000  | 12.714876 | 47.000 | 0.0003 | 0.556976 | 0.100000 | NO          | 0.858693  | 
243   | 3        | 0        | 0        | 3        | 14.633646  | 14.313548 | 0.000000  | 13.268538 | 47.000 | 0.0002 | 0.556976 | 0.100000 | NO          | 0.862060  | 
244   | 4        | 0        | 0        | 4        | 14.633646  | 11.756093 | 59.000000 | 13.140797 | 47.000 | 0.0017 | 0.556976 | 0.100000 | NO          | 0.866206  | 
245   | 5        | 0        | 0        | 5        | 14.633646  | 9.567750  | 59.000000 | 12.723021 | 47.000 | 0.0018 | 0.556976 | 0.100000 | NO          | 0.868969  | 
246   | 6        | 0        | 0        | 6        | 14.633646  | 14.376786 | 0.000000  | 12.739558 | 47.000 | 0.0003 | 0.556976 | 0.100000 | NO          | 0.871753  | 
247   | 7        | 0        | 0        | 7        | 14.633646  | 14.429071 | 0.000000  | 13.307547 | 47.000 | 0.0002 | 0.556976 | 0.100000 | NO          | 0.874074  | 
248   | 8        | 0        | 0        | 8        | 14.633646  | 13.757368 | 59.000000 | 13.366706 | 47.000 | 0.0013 | 0.556976 | 0.100000 | NO          | 0.876285  | 
249   | 9        | 0        | 0        | 9        | 14.633646  | 9.839881  | 59.000000 | 12.948715 | 47.000 | 0.0015 | 0.556976 | 0.100000 | NO          | 0.878459  | 
250   | 10       | 0        | 0        | 10       | 14.633646  | 14.415435 | 0.000000  | 12.963382 | 47.000 | 0.0003 | 0.556976 | 0.100000 | NO          | 0.881785  | 
251   | 11       | 0        | 0        | 11       | 14.633646  | 14.460113 | 0.000000  | 13.471970 | 47.000 | 0.0002 | 0.556976 | 0.100000 | NO          | 0.885381  | 
252   | 12       | 0        | 0        | 12       | 14.633646  | 14.420236 | 59.000000 | 13.600178 | 47.000 | 0.0012 | 0.556976 | 0.100000 | NO          | 0.889165  | 
253   | 13       | 0        | 0        | 13       | 14.633646  | 11.241141 | 59.000000 | 13.330222 | 47.000 | 0.0014 | 0.556976 | 0.100000 | NO          | 0.891518  | 
254   | 14       | 0        | 0        | 14       | 14.633646  | 14.446147 | 0.000000  | 13.341381 | 47.000 | 0.0003 | 0.556976 | 0.100000 | NO          | 0.893803  | 
255   | 15       | 0        | 0        | 15       | 14.633646  | 14.490372 | 0.000000  | 13.718608 | 47.000 | 0.0002 | 0.556976 | 0.100000 | NO          | 0.895902  | 
256   | 16       | 0        | 0        | 16       | 14.633646  | 13.938912 | 59.000000 | 13.744662 | 47.000 | 0.0011 | 0.556976 | 0.100000 | NO          | 0.897986  | 
257   | 17       | 0        | 0        | 17       | 14.633646  | 11.628426 | 59.000000 | 13.502302 | 47.000 | 0.0013 | 0.556976 | 0.100000 | NO          | 0.900024  | 
258   | 18       | 0        | 0        | 18       | 14.633646  | 14.474105 | 0.000000  | 13.512020 | 47.000 | 0.0003 | 0.556976 | 0.100000 | NO          | 0.902092  | 
259   | 19       | 0        | 0        | 19       | 14.633646  | 14.512239 | 0.000000  | 13.836983 | 47.000 | 0.0002 | 0.556976 | 0.100000 | NO          | 0.904067  | 
260   | 0        | 1        | 0        | 0        | 14.720068  | 14.720068 | 59.000000 | 13.963168 | 47.000 | 0.0010 | 0.556976 | 0.100000 | NO          | 0.906065  | 
261   | 1        | 0        | 0        | 1        | 14.720068  | 11.476692 | 59.000000 | 13.669326 | 47.000 | 0.0012 | 0.612674 | 0.100000 | NO          | 0.907982  | 
262   | 2        | 0        | 0        | 2        | 14.720068  | 14.205631 | 0.000000  | 13.674689 | 47.000 | 0.0003 | 0.612674 | 0.100000 | NO          | 0.909848  | 
263   | 3        | 0        | 0        | 3        | 14.720068  | 14.281760 | 0.000000  | 13.865213 | 47.000 | 0.0003 | 0.612674 | 0.100000 | NO          | 0.911691  | 
264   | 4        | 0        | 0        | 4        | 14.720068  | 12.132098 | 59.000000 | 13.684175 | 47.000 | 0.0015 | 0.612674 | 0.100000 | NO          | 0.913617  | 
265   | 5        | 0        | 0        | 5        | 14.720068  | 9.472151  | 59.000000 | 13.180030 | 47.000 | 0.0016 | 0.612674 | 0.100000 | NO          | 0.915474  | 
266   | 6        | 0        | 0        | 6        | 14.720068  | 14.458286 | 0.000000  | 13.192812 | 47.000 | 0.0003 | 0.612674 | 0.100000 | NO          | 0.917355  | 
267   | 7        | 0        | 0        | 7        | 14.720068  | 14.494366 | 0.000000  | 13.598312 | 47.000 | 0.0002 | 0.612674 | 0.100000 | NO          | 0.919214  | 
