Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
42    | 0        | 3.988467   | 3.988467  | 0.000000  | 9.0000 | 0.0004 | 1.000000 | NO          | 0.278743  | 
43    | 1        | 3.988467   | -3.733021 | 59.000000 | 9.0000 | 0.0052 | 1.000000 | NO          | 0.279152  | 
44    | 0        | 4.180610   | 4.180610  | 0.000000  | 9.0000 | 0.0004 | 1.000000 | NO          | 0.279551  | 
45    | 1        | 4.180610   | -4.488605 | 59.000000 | 9.0000 | 0.0043 | 1.000000 | NO          | 0.279955  | 
46    | 0        | 4.193604   | 4.193604  | 0.000000  | 9.0000 | 0.0004 | 1.000000 | NO          | 0.280549  | 
47    | 1        | 4.193604   | -2.355047 | 59.000000 | 9.0000 | 0.0047 | 1.000000 | NO          | 0.280973  | 
48    | 0        | 4.286260   | 4.286260  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.281409  | 
49    | 1        | 4.286260   | -4.301380 | 59.000000 | 9.0000 | 0.0043 | 1.000000 | NO          | 0.281811  | 
50    | 0        | 4.482774   | 4.482774  | 0.000000  | 9.0000 | 0.0004 | 1.000000 | NO          | 0.282301  | 
51    | 1        | 4.482774   | -2.906110 | 59.000000 | 9.0000 | 0.0044 | 1.000000 | NO          | 0.282727  | 
52    | 2        | 4.482774   | 4.475477  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.283146  | 
53    | 3        | 4.482774   | -2.427844 | 59.000000 | 9.0000 | 0.0039 | 1.000000 | NO          | 0.283633  | 
54    | 0        | 4.533818   | 4.533818  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.284134  | 
55    | 1        | 4.533818   | -3.855269 | 59.000000 | 9.0000 | 0.0037 | 1.000000 | NO          | 0.284590  | 
56    | 0        | 4.560030   | 4.560030  | 0.000000  | 9.0000 | 0.0004 | 1.000000 | NO          | 0.285060  | 
57    | 1        | 4.560030   | -3.039596 | 59.000000 | 9.0000 | 0.0036 | 1.000000 | NO          | 0.285624  | 
58    | 0        | 4.569148   | 4.569148  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.286086  | 
59    | 1        | 4.569148   | -3.674735 | 59.000000 | 9.0000 | 0.0039 | 1.000000 | NO          | 0.286527  | 
60    | 0        | 4.609516   | 4.609516  | 0.000000  | 9.0000 | 0.0004 | 1.000000 | NO          | 0.288088  | 
61    | 1        | 4.609516   | -3.136455 | 59.000000 | 9.0000 | 0.0039 | 1.000000 | NO          | 0.288507  | 
62    | 0        | 4.699923   | 4.699923  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.288919  | 
63    | 1        | 4.699923   | -3.460524 | 59.000000 | 9.0000 | 0.0035 | 1.000000 | NO          | 0.289316  | 
64    | 2        | 4.699923   | 4.670543  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.289707  | 
65    | 3        | 4.699923   | -2.031666 | 59.000000 | 9.0000 | 0.0040 | 1.000000 | NO          | 0.290096  | 
66    | 4        | 4.699923   | 4.644503  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.290516  | 
67    | 5        | 4.699923   | -2.578282 | 59.000000 | 9.0000 | 0.0040 | 1.000000 | NO          | 0.290918  | 
68    | 0        | 4.767482   | 4.767482  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.291345  | 
69    | 1        | 4.767482   | -3.094809 | 59.000000 | 9.0000 | 0.0034 | 1.000000 | NO          | 0.291737  | 
70    | 0        | 4.783705   | 4.783705  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.292149  | 
71    | 1        | 4.783705   | -2.961102 | 59.000000 | 9.0000 | 0.0037 | 1.000000 | NO          | 0.292545  | 
72    | 0        | 4.816796   | 4.816796  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.292948  | 
73    | 1        | 4.816796   | -2.952141 | 59.000000 | 9.0000 | 0.0036 | 1.000000 | NO          | 0.293330  | 
74    | 2        | 4.816796   | 4.792705  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.293745  | 
75    | 3        | 4.816796   | -2.487926 | 59.000000 | 9.0000 | 0.0037 | 1.000000 | NO          | 0.294106  | 
76    | 0        | 4.879787   | 4.879787  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.294519  | 
77    | 1        | 4.879787   | -2.328063 | 59.000000 | 9.0000 | 0.0034 | 1.000000 | NO          | 0.294880  | 
78    | 2        | 4.879787   | 4.841341  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.295251  | 
79    | 3        | 4.879787   | -2.549645 | 59.000000 | 9.0000 | 0.0036 | 1.000000 | NO          | 0.295604  | 
80    | 0        | 4.913812   | 4.913812  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.295977  | 
81    | 1        | 4.913812   | -2.991983 | 59.000000 | 9.0000 | 0.0034 | 1.000000 | NO          | 0.296343  | 
82    | 0        | 4.965426   | 4.965426  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.296705  | 
83    | 1        | 4.965426   | -2.428079 | 59.000000 | 9.0000 | 0.0035 | 1.000000 | NO          | 0.297052  | 
84    | 2        | 4.965426   | 4.950043  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.297412  | 
85    | 3        | 4.965426   | -1.856894 | 59.000000 | 9.0000 | 0.0033 | 1.000000 | NO          | 0.297766  | 
86    | 4        | 4.965426   | 4.919149  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.298107  | 
87    | 5        | 4.965426   | -2.222076 | 59.000000 | 9.0000 | 0.0035 | 1.000000 | NO          | 0.298471  | 
88    | 0        | 4.994246   | 4.994246  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.298833  | 
89    | 1        | 4.994246   | -2.879629 | 59.000000 | 9.0000 | 0.0034 | 1.000000 | NO          | 0.299182  | 
90    | 0        | 5.133409   | 5.133409  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.300281  | 
91    | 1        | 5.133409   | -2.041728 | 59.000000 | 9.0000 | 0.0036 | 1.000000 | NO          | 0.300637  | 
92    | 2        | 5.133409   | 5.058491  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.300992  | 
93    | 3        | 5.133409   | -1.309517 | 59.000000 | 9.0000 | 0.0032 | 1.000000 | NO          | 0.301346  | 
94    | 4        | 5.133409   | 5.013308  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.301679  | 
95    | 5        | 5.133409   | -2.087320 | 59.000000 | 9.0000 | 0.0035 | 1.000000 | NO          | 0.302030  | 
96    | 0        | 5.151092   | 5.151092  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.302403  | 
97    | 1        | 5.151092   | -2.706095 | 59.000000 | 9.0000 | 0.0030 | 1.000000 | NO          | 0.302740  | 
98    | 0        | 5.175022   | 5.175022  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.303111  | 
99    | 1        | 5.175022   | -1.636857 | 59.000000 | 9.0000 | 0.0036 | 1.000000 | NO          | 0.303455  | 
100   | 0        | 5.255105   | 5.255105  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.303790  | 
101   | 1        | 5.255105   | -1.833937 | 59.000000 | 9.0000 | 0.0033 | 1.000000 | NO          | 0.304116  | 
102   | 2        | 5.255105   | 5.182841  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.304448  | 
103   | 3        | 5.255105   | -1.035769 | 59.000000 | 9.0000 | 0.0033 | 1.000000 | NO          | 0.304798  | 
104   | 4        | 5.255105   | 5.170391  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.305139  | 
105   | 5        | 5.255105   | -1.253079 | 59.000000 | 9.0000 | 0.0034 | 1.000000 | NO          | 0.305467  | 
106   | 6        | 5.255105   | 5.231850  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.305787  | 
107   | 7        | 5.255105   | -1.639759 | 59.000000 | 9.0000 | 0.0030 | 1.000000 | NO          | 0.306107  | 
108   | 8        | 5.255105   | 5.240424  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.306457  | 
109   | 9        | 5.255105   | -2.658627 | 59.000000 | 9.0000 | 0.0031 | 1.000000 | NO          | 0.306773  | 
110   | 0        | 5.338973   | 5.338973  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.307105  | 
111   | 1        | 5.338973   | -1.732122 | 59.000000 | 9.0000 | 0.0030 | 1.000000 | NO          | 0.307437  | 
112   | 2        | 5.338973   | 5.218824  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.307752  | 
113   | 3        | 5.338973   | 1.039077  | 59.000000 | 9.0000 | 0.0032 | 1.000000 | NO          | 0.308068  | 
114   | 4        | 5.338973   | 5.151736  | 0.000000  | 9.0000 | 0.0002 | 1.000000 | NO          | 0.308402  | 
115   | 5        | 5.338973   | -2.086973 | 59.000000 | 9.0000 | 0.0032 | 1.000000 | NO          | 0.308713  | 
116   | 6        | 5.338973   | 5.257791  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.309027  | 
117   | 7        | 5.338973   | -1.407692 | 59.000000 | 9.0000 | 0.0032 | 1.000000 | NO          | 0.309350  | 
118   | 8        | 5.338973   | 5.301780  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.309687  | 
119   | 9        | 5.338973   | -1.779611 | 59.000000 | 9.0000 | 0.0029 | 1.000000 | NO          | 0.309995  | 
120   | 0        | 5.397802   | 5.397802  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.310972  | 
121   | 1        | 5.397802   | -1.682944 | 59.000000 | 9.0000 | 0.0031 | 1.000000 | NO          | 0.311332  | 
122   | 0        | 5.425974   | 5.425974  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.311684  | 
123   | 1        | 5.425974   | -1.076330 | 59.000000 | 9.0000 | 0.0030 | 1.000000 | NO          | 0.312036  | 
124   | 2        | 5.425974   | 5.382579  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.312373  | 
125   | 3        | 5.425974   | -1.774268 | 59.000000 | 9.0000 | 0.0028 | 1.000000 | NO          | 0.312690  | 
126   | 4        | 5.425974   | 5.383541  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.313020  | 
127   | 5        | 5.425974   | -0.265265 | 59.000000 | 9.0000 | 0.0031 | 1.000000 | NO          | 0.313349  | 
128   | 6        | 5.425974   | 5.404674  | 0.000000  | 9.0000 | 0.0002 | 1.000000 | NO          | 0.313677  | 
129   | 7        | 5.425974   | -1.416615 | 59.000000 | 9.0000 | 0.0030 | 1.000000 | NO          | 0.314024  | 
130   | 8        | 5.425974   | 5.419064  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.314343  | 
131   | 9        | 5.425974   | -1.220792 | 59.000000 | 9.0000 | 0.0028 | 1.000000 | NO          | 0.314653  | 
132   | 10       | 5.425974   | 5.423495  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.314957  | 
133   | 11       | 5.425974   | -1.761401 | 59.000000 | 9.0000 | 0.0028 | 1.000000 | NO          | 0.315268  | 
134   | 0        | 5.466541   | 5.466541  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.315582  | 
135   | 1        | 5.466541   | -0.760637 | 59.000000 | 9.0000 | 0.0031 | 1.000000 | NO          | 0.315891  | 
136   | 0        | 5.509871   | 5.509871  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.316226  | 
137   | 1        | 5.509871   | -0.883039 | 59.000000 | 9.0000 | 0.0027 | 1.000000 | NO          | 0.316533  | 
138   | 2        | 5.509871   | 5.509078  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.316848  | 
139   | 3        | 5.509871   | -0.664567 | 59.000000 | 9.0000 | 0.0033 | 1.000000 | NO          | 0.317162  | 
140   | 0        | 5.515947   | 5.515947  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.317498  | 
141   | 1        | 5.515947   | 0.015912  | 59.000000 | 9.0000 | 0.0034 | 1.000000 | NO          | 0.317810  | 
142   | 0        | 5.552724   | 5.552724  | 0.000000  | 9.0000 | 0.0002 | 1.000000 | NO          | 0.318119  | 
143   | 1        | 5.552724   | -1.241878 | 59.000000 | 9.0000 | 0.0025 | 1.000000 | NO          | 0.318431  | 
144   | 2        | 5.552724   | 5.494536  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.318747  | 
145   | 3        | 5.552724   | -0.696193 | 59.000000 | 9.0000 | 0.0025 | 1.000000 | NO          | 0.319054  | 
146   | 4        | 5.552724   | 5.418827  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.319372  | 
147   | 5        | 5.552724   | -1.307072 | 59.000000 | 9.0000 | 0.0029 | 1.000000 | NO          | 0.319688  | 
148   | 6        | 5.552724   | 5.502692  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.319993  | 
149   | 7        | 5.552724   | -0.913234 | 59.000000 | 9.0000 | 0.0030 | 1.000000 | NO          | 0.320313  | 
150   | 8        | 5.552724   | 5.523566  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.321200  | 
151   | 9        | 5.552724   | -0.873860 | 59.000000 | 9.0000 | 0.0027 | 1.000000 | NO          | 0.321525  | 
152   | 10       | 5.552724   | 5.493400  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.321836  | 
153   | 11       | 5.552724   | -0.893018 | 59.000000 | 9.0000 | 0.0026 | 1.000000 | NO          | 0.322142  | 
154   | 12       | 5.552724   | 5.475914  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.322484  | 
155   | 13       | 5.552724   | -1.060750 | 59.000000 | 9.0000 | 0.0030 | 1.000000 | NO          | 0.322789  | 
156   | 14       | 5.552724   | 5.518463  | 0.000000  | 9.0000 | 0.0003 | 1.000000 | NO          | 0.323095  | 
157   | 15       | 5.552724   | -0.255068 | 59.000000 | 9.0000 | 0.0030 | 1.000000 | NO          | 0.323430  | 
158   | 1        | 5.552724   | 4.242102  | 59.000000 | 9.0000 | 0.0001 | 0.500000 | NO          | 0.323756  | 
