Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
51    | 0        | 1145.87205 | 1145.8720 | 1600.0000 | 2210.0 | 0.1703 | 1.000000 | NO          | 2.280051  | 
52    | 0        | 1153.41761 | 1153.4176 | 1871.0000 | 2210.0 | 0.1688 | 1.000000 | NO          | 2.305029  | 
53    | 0        | 1162.23667 | 1162.2366 | 1828.0000 | 2210.0 | 0.1902 | 1.000000 | NO          | 2.330062  | 
54    | 1        | 1162.23667 | 1162.0799 | 1537.0000 | 2210.0 | 0.2934 | 1.000000 | NO          | 2.355048  | 
55    | 0        | 1214.78229 | 1214.7822 | 1506.0000 | 2210.0 | 0.1821 | 1.000000 | NO          | 2.380435  | 
56    | 0        | 1238.75690 | 1238.7569 | 2013.0000 | 2210.0 | 0.1974 | 1.000000 | NO          | 2.405567  | 
57    | 1        | 1238.75690 | 1223.5556 | 1996.0000 | 2210.0 | 0.1916 | 1.000000 | NO          | 2.432519  | 
58    | 2        | 1238.75690 | 1225.1823 | 1810.0000 | 2210.0 | 0.1852 | 1.000000 | NO          | 2.460756  | 
59    | 0        | 1265.14470 | 1265.1447 | 1793.0000 | 2210.0 | 0.1816 | 1.000000 | NO          | 2.490907  | 
60    | 1        | 1265.14470 | 1261.0410 | 1862.0000 | 2210.0 | 0.2513 | 1.000000 | NO          | 2.545726  | 
61    | 2        | 1265.14470 | 1245.4895 | 1865.0000 | 2210.0 | 0.2380 | 1.000000 | NO          | 2.576913  | 
62    | 3        | 1265.14470 | 1231.8561 | 1627.0000 | 2210.0 | 0.2630 | 1.000000 | NO          | 2.606733  | 
63    | 4        | 1265.14470 | 1218.0071 | 1663.0000 | 2210.0 | 0.1198 | 1.000000 | NO          | 2.631966  | 
64    | 5        | 1265.14470 | 1224.1978 | 1929.0000 | 2210.0 | 0.1908 | 1.000000 | NO          | 2.656953  | 
65    | 6        | 1265.14470 | 1222.5727 | 1751.0000 | 2210.0 | 0.1750 | 1.000000 | NO          | 2.682002  | 
66    | 7        | 1265.14470 | 1218.6349 | 1759.0000 | 2210.0 | 0.1821 | 1.000000 | NO          | 2.706970  | 
67    | 8        | 1265.14470 | 1260.9311 | 1760.0000 | 2210.0 | 0.1841 | 1.000000 | NO          | 2.731889  | 
68    | 9        | 1265.14470 | 1249.4159 | 1606.0000 | 2210.0 | 0.1899 | 1.000000 | NO          | 2.756817  | 
69    | 0        | 1293.39686 | 1293.3968 | 1985.0000 | 2210.0 | 0.1659 | 1.000000 | NO          | 2.781799  | 
70    | 1        | 1293.39686 | 1287.4197 | 1721.0000 | 2210.0 | 0.1712 | 1.000000 | NO          | 2.806815  | 
71    | 0        | 1303.00578 | 1303.0057 | 1513.0000 | 2210.0 | 0.1831 | 1.000000 | NO          | 2.831794  | 
72    | 0        | 1311.49183 | 1311.4918 | 2019.0000 | 2210.0 | 0.2326 | 1.000000 | NO          | 2.856834  | 
73    | 1        | 1311.49183 | 1285.0043 | 1778.0000 | 2210.0 | 0.2419 | 1.000000 | NO          | 2.881837  | 
74    | 2        | 1311.49183 | 1265.5981 | 1624.0000 | 2210.0 | 0.1586 | 1.000000 | NO          | 2.906987  | 
75    | 3        | 1311.49183 | 1259.4314 | 1875.0000 | 2210.0 | 0.1441 | 1.000000 | NO          | 2.932021  | 
76    | 4        | 1311.49183 | 1242.5885 | 1568.0000 | 2210.0 | 0.1705 | 1.000000 | NO          | 2.957288  | 
77    | 5        | 1311.49183 | 1247.5321 | 1531.0000 | 2210.0 | 0.1813 | 1.000000 | NO          | 2.982472  | 
78    | 6        | 1311.49183 | 1257.4599 | 1796.0000 | 2210.0 | 0.1200 | 1.000000 | NO          | 3.007967  | 
79    | 7        | 1311.49183 | 1278.4548 | 1928.0000 | 2210.0 | 0.2406 | 1.000000 | NO          | 3.033129  | 
80    | 8        | 1311.49183 | 1259.9587 | 1901.0000 | 2210.0 | 0.1687 | 1.000000 | NO          | 3.058205  | 
81    | 9        | 1311.49183 | 1282.4636 | 1447.0000 | 2210.0 | 0.2260 | 1.000000 | NO          | 3.083345  | 
82    | 10       | 1311.49183 | 1287.8082 | 1472.0000 | 2210.0 | 0.1678 | 1.000000 | NO          | 3.108381  | 
83    | 11       | 1311.49183 | 1279.8540 | 1725.0000 | 2210.0 | 0.1568 | 1.000000 | NO          | 3.133495  | 
84    | 12       | 1311.49183 | 1301.2994 | 1800.0000 | 2210.0 | 0.1614 | 1.000000 | NO          | 3.162157  | 
85    | 13       | 1311.49183 | 1285.5902 | 1431.0000 | 2210.0 | 0.2371 | 1.000000 | NO          | 3.191227  | 
86    | 14       | 1311.49183 | 1300.3247 | 1654.0000 | 2210.0 | 0.1591 | 1.000000 | NO          | 3.221146  | 
87    | 15       | 1311.49183 | 1303.1882 | 1756.0000 | 2210.0 | 0.2130 | 1.000000 | NO          | 3.250017  | 
88    | 16       | 1311.49183 | 1290.2561 | 1304.0000 | 2210.0 | 0.1563 | 1.000000 | NO          | 3.276831  | 
89    | 0        | 1326.82494 | 1326.8249 | 1898.0000 | 2210.0 | 0.1447 | 1.000000 | NO          | 3.302004  | 
90    | 1        | 1326.82494 | 1287.5848 | 1596.0000 | 2210.0 | 0.2278 | 1.000000 | NO          | 3.344383  | 
91    | 2        | 1326.82494 | 1256.6970 | 1768.0000 | 2210.0 | 0.2219 | 1.000000 | NO          | 3.369417  | 
92    | 3        | 1326.82494 | 1271.3711 | 1481.0000 | 2210.0 | 0.1437 | 1.000000 | NO          | 3.394456  | 
93    | 4        | 1326.82494 | 1287.6351 | 1784.0000 | 2210.0 | 0.1518 | 1.000000 | NO          | 3.419398  | 
94    | 5        | 1326.82494 | 1317.9569 | 1655.0000 | 2210.0 | 0.1632 | 1.000000 | NO          | 3.444356  | 
95    | 0        | 1327.78457 | 1327.7845 | 1888.0000 | 2210.0 | 0.2240 | 1.000000 | NO          | 3.469452  | 
96    | 1        | 1327.78457 | 1288.2950 | 1811.0000 | 2210.0 | 0.1827 | 1.000000 | NO          | 3.494443  | 
97    | 2        | 1327.78457 | 1292.6898 | 2068.0000 | 2210.0 | 0.2283 | 1.000000 | NO          | 3.519475  | 
98    | 0        | 1335.51992 | 1335.5199 | 1823.0000 | 2210.0 | 0.1656 | 1.000000 | NO          | 3.544733  | 
99    | 1        | 1335.51992 | 1330.6224 | 1571.0000 | 2210.0 | 0.1892 | 1.000000 | NO          | 3.569939  | 
100   | 2        | 1335.51992 | 1301.3389 | 1490.0000 | 2210.0 | 0.2397 | 1.000000 | NO          | 3.595141  | 
101   | 3        | 1335.51992 | 1333.3893 | 1709.0000 | 2210.0 | 0.1466 | 1.000000 | NO          | 3.620289  | 
102   | 4        | 1335.51992 | 1317.9022 | 1592.0000 | 2210.0 | 0.2045 | 1.000000 | NO          | 3.645480  | 
103   | 5        | 1335.51992 | 1307.6289 | 1405.0000 | 2210.0 | 0.1529 | 1.000000 | NO          | 3.670566  | 
104   | 6        | 1335.51992 | 1329.5973 | 1679.0000 | 2210.0 | 0.1196 | 1.000000 | NO          | 3.695725  | 
105   | 7        | 1335.51992 | 1313.5461 | 1631.0000 | 2210.0 | 0.1755 | 1.000000 | NO          | 3.721048  | 
106   | 8        | 1335.51992 | 1333.8898 | 1625.0000 | 2210.0 | 0.1556 | 1.000000 | NO          | 3.746229  | 
107   | 9        | 1335.51992 | 1317.7927 | 1704.0000 | 2210.0 | 0.1537 | 1.000000 | NO          | 3.771332  | 
108   | 10       | 1335.51992 | 1333.9397 | 1763.0000 | 2210.0 | 0.1653 | 1.000000 | NO          | 3.796348  | 
109   | 11       | 1335.51992 | 1322.2770 | 2098.0000 | 2210.0 | 0.1597 | 1.000000 | NO          | 3.821427  | 
110   | 12       | 1335.51992 | 1331.0819 | 1965.0000 | 2210.0 | 0.1538 | 1.000000 | NO          | 3.846495  | 
111   | 13       | 1335.51992 | 1307.7030 | 1773.0000 | 2210.0 | 0.1838 | 1.000000 | NO          | 3.871468  | 
112   | 14       | 1335.51992 | 1322.7871 | 1689.0000 | 2210.0 | 0.1823 | 1.000000 | NO          | 3.896527  | 
113   | 15       | 1335.51992 | 1299.2616 | 1891.0000 | 2210.0 | 0.2391 | 1.000000 | NO          | 3.921534  | 
114   | 0        | 1338.22591 | 1338.2259 | 1685.0000 | 2210.0 | 0.1689 | 1.000000 | NO          | 3.946697  | 
115   | 1        | 1338.22591 | 1316.9336 | 1490.0000 | 2210.0 | 0.2364 | 1.000000 | NO          | 3.971717  | 
116   | 2        | 1338.22591 | 1312.9954 | 1606.0000 | 2210.0 | 0.1274 | 1.000000 | NO          | 3.996695  | 
117   | 3        | 1338.22591 | 1284.8380 | 1562.0000 | 2210.0 | 0.1557 | 1.000000 | NO          | 4.021643  | 
118   | 4        | 1338.22591 | 1317.6879 | 1450.0000 | 2210.0 | 0.1219 | 1.000000 | NO          | 4.046667  | 
119   | 5        | 1338.22591 | 1325.0080 | 1753.0000 | 2210.0 | 0.1436 | 1.000000 | NO          | 4.071669  | 
120   | 6        | 1338.22591 | 1301.4159 | 1794.0000 | 2210.0 | 0.1563 | 1.000000 | NO          | 4.122902  | 
121   | 7        | 1338.22591 | 1311.0133 | 1810.0000 | 2210.0 | 0.1596 | 1.000000 | NO          | 4.152961  | 
122   | 8        | 1338.22591 | 1334.5128 | 1550.0000 | 2210.0 | 0.1933 | 1.000000 | NO          | 4.178575  | 
123   | 9        | 1338.22591 | 1319.7938 | 1781.0000 | 2210.0 | 0.1483 | 1.000000 | NO          | 4.203690  | 
124   | 10       | 1338.22591 | 1321.1887 | 2054.0000 | 2210.0 | 0.1874 | 1.000000 | NO          | 4.228699  | 
125   | 11       | 1338.22591 | 1309.0656 | 1565.0000 | 2210.0 | 0.2223 | 1.000000 | NO          | 4.253599  | 
126   | 12       | 1338.22591 | 1303.9717 | 1681.0000 | 2210.0 | 0.1496 | 1.000000 | NO          | 4.278552  | 
127   | 13       | 1338.22591 | 1287.5304 | 1606.0000 | 2210.0 | 0.1841 | 1.000000 | NO          | 4.303450  | 
128   | 14       | 1338.22591 | 1319.5373 | 1911.0000 | 2210.0 | 0.1074 | 1.000000 | NO          | 4.328383  | 
129   | 15       | 1338.22591 | 1337.6239 | 1580.0000 | 2210.0 | 0.2681 | 1.000000 | NO          | 4.353356  | 
130   | 16       | 1338.22591 | 1331.7668 | 1620.0000 | 2210.0 | 0.2600 | 1.000000 | NO          | 4.378326  | 
131   | 17       | 1338.22591 | 1308.5263 | 1687.0000 | 2210.0 | 0.2022 | 1.000000 | NO          | 4.403214  | 
132   | 18       | 1338.22591 | 1314.6703 | 1803.0000 | 2210.0 | 0.1443 | 1.000000 | NO          | 4.428043  | 
133   | 19       | 1338.22591 | 1323.2497 | 1454.0000 | 2210.0 | 0.1573 | 1.000000 | NO          | 4.452918  | 
134   | 0        | 1351.28022 | 1351.2802 | 1846.0000 | 2210.0 | 0.1800 | 1.000000 | NO          | 4.477911  | 
135   | 0        | 1353.45541 | 1353.4554 | 1463.0000 | 2210.0 | 0.1446 | 1.000000 | NO          | 4.502883  | 
136   | 1        | 1353.45541 | 1348.4824 | 1696.0000 | 2210.0 | 0.1554 | 1.000000 | NO          | 4.527896  | 
137   | 2        | 1353.45541 | 1326.8032 | 1834.0000 | 2210.0 | 0.2631 | 1.000000 | NO          | 4.552884  | 
138   | 3        | 1353.45541 | 1327.6252 | 1840.0000 | 2210.0 | 0.1401 | 1.000000 | NO          | 4.578071  | 
139   | 4        | 1353.45541 | 1308.1210 | 1590.0000 | 2210.0 | 0.1736 | 1.000000 | NO          | 4.603694  | 
140   | 5        | 1353.45541 | 1315.8892 | 1431.0000 | 2210.0 | 0.2164 | 1.000000 | NO          | 4.629828  | 
141   | 6        | 1353.45541 | 1302.3147 | 1716.0000 | 2210.0 | 0.2231 | 1.000000 | NO          | 4.655043  | 
142   | 7        | 1353.45541 | 1309.5563 | 1878.0000 | 2210.0 | 0.1465 | 1.000000 | NO          | 4.682244  | 
143   | 8        | 1353.45541 | 1320.1399 | 1942.0000 | 2210.0 | 0.1373 | 1.000000 | NO          | 4.707469  | 
144   | 9        | 1353.45541 | 1281.4138 | 1753.0000 | 2210.0 | 0.2220 | 1.000000 | NO          | 4.732637  | 
145   | 10       | 1353.45541 | 1299.8873 | 1505.0000 | 2210.0 | 0.1473 | 1.000000 | NO          | 4.757830  | 
146   | 11       | 1353.45541 | 1314.6117 | 1700.0000 | 2210.0 | 0.1111 | 1.000000 | NO          | 4.782962  | 
147   | 12       | 1353.45541 | 1289.4708 | 1451.0000 | 2210.0 | 0.2086 | 1.000000 | NO          | 4.808165  | 
148   | 13       | 1353.45541 | 1310.2271 | 1602.0000 | 2210.0 | 0.1237 | 1.000000 | NO          | 4.833369  | 
149   | 14       | 1353.45541 | 1321.9958 | 1850.0000 | 2210.0 | 0.1841 | 1.000000 | NO          | 4.858556  | 
150   | 15       | 1353.45541 | 1333.2006 | 1495.0000 | 2210.0 | 0.1764 | 1.000000 | NO          | 4.899721  | 
151   | 16       | 1353.45541 | 1334.8508 | 1698.0000 | 2210.0 | 0.1802 | 1.000000 | NO          | 4.924956  | 
152   | 17       | 1353.45541 | 1334.5879 | 1706.0000 | 2210.0 | 0.1520 | 1.000000 | NO          | 4.950186  | 
153   | 18       | 1353.45541 | 1328.4989 | 1757.0000 | 2210.0 | 0.2279 | 1.000000 | NO          | 4.975382  | 
154   | 19       | 1353.45541 | 1309.5136 | 1821.0000 | 2210.0 | 0.2704 | 1.000000 | NO          | 5.000587  | 
155   | 20       | 1353.45541 | 1301.2483 | 1693.0000 | 2210.0 | 0.1537 | 1.000000 | NO          | 5.027762  | 
156   | 1        | 1353.45541 | 1329.0991 | 1509.0000 | 2210.0 | 0.0810 | 0.500000 | NO          | 5.053002  | 
157   | 2        | 1353.45541 | 1342.7875 | 1536.0000 | 2210.0 | 0.0816 | 0.500000 | NO          | 5.078252  | 
158   | 0        | 1396.47238 | 1396.4723 | 2011.0000 | 2210.0 | 0.1076 | 0.500000 | NO          | 5.103483  | 
159   | 0        | 1422.40578 | 1422.4057 | 1476.0000 | 2210.0 | 0.1070 | 0.500000 | NO          | 5.128810  | 
160   | 0        | 1457.23046 | 1457.2304 | 1655.0000 | 2210.0 | 0.1239 | 0.500000 | NO          | 5.154061  | 
161   | 0        | 1467.15415 | 1467.1541 | 1801.0000 | 2210.0 | 0.0988 | 0.500000 | NO          | 5.179231  | 
162   | 0        | 1469.45219 | 1469.4521 | 1769.0000 | 2210.0 | 0.1182 | 0.500000 | NO          | 5.204263  | 
163   | 0        | 1492.22086 | 1492.2208 | 1785.0000 | 2210.0 | 0.0899 | 0.500000 | NO          | 5.229309  | 
164   | 0        | 1496.78020 | 1496.7802 | 1588.0000 | 2210.0 | 0.0623 | 0.500000 | NO          | 5.254421  | 
165   | 0        | 1506.60265 | 1506.6026 | 1894.0000 | 2210.0 | 0.0974 | 0.500000 | NO          | 5.281532  | 
166   | 0        | 1520.92072 | 1520.9207 | 1314.0000 | 2210.0 | 0.0707 | 0.500000 | NO          | 5.306709  | 
167   | 0        | 1522.17545 | 1522.1754 | 1526.0000 | 2210.0 | 0.0665 | 0.500000 | NO          | 5.331907  | 
168   | 1        | 1522.17545 | 1520.0828 | 1724.0000 | 2210.0 | 0.0607 | 0.500000 | NO          | 5.357015  | 
169   | 2        | 1522.17545 | 1508.1465 | 1926.0000 | 2210.0 | 0.0916 | 0.500000 | NO          | 5.382116  | 
170   | 3        | 1522.17545 | 1520.0073 | 1463.0000 | 2210.0 | 0.0730 | 0.500000 | NO          | 5.407228  | 
171   | 4        | 1522.17545 | 1518.7472 | 1456.0000 | 2210.0 | 0.0643 | 0.500000 | NO          | 5.432220  | 
172   | 5        | 1522.17545 | 1513.7458 | 1464.0000 | 2210.0 | 0.1143 | 0.500000 | NO          | 5.457240  | 
173   | 6        | 1522.17545 | 1510.6730 | 2105.0000 | 2210.0 | 0.0872 | 0.500000 | NO          | 5.486300  | 
174   | 0        | 1524.74561 | 1524.7456 | 1550.0000 | 2210.0 | 0.0699 | 0.500000 | NO          | 5.514975  | 
175   | 0        | 1535.17835 | 1535.1783 | 1970.0000 | 2210.0 | 0.0586 | 0.500000 | NO          | 5.545351  | 
176   | 0        | 1537.08226 | 1537.0822 | 1759.0000 | 2210.0 | 0.0616 | 0.500000 | NO          | 5.573865  | 
177   | 1        | 1537.08226 | 1535.8431 | 1515.0000 | 2210.0 | 0.0771 | 0.500000 | NO          | 5.602688  | 
178   | 2        | 1537.08226 | 1531.1238 | 1532.0000 | 2210.0 | 0.1138 | 0.500000 | NO          | 5.632013  | 
179   | 3        | 1537.08226 | 1530.4885 | 1521.0000 | 2210.0 | 0.0537 | 0.500000 | NO          | 5.661585  | 
180   | 4        | 1537.08226 | 1527.8056 | 1754.0000 | 2210.0 | 0.0485 | 0.500000 | NO          | 5.714550  | 
181   | 5        | 1537.08226 | 1528.8355 | 1772.0000 | 2210.0 | 0.0831 | 0.500000 | NO          | 5.745073  | 
182   | 6        | 1537.08226 | 1525.4633 | 1942.0000 | 2210.0 | 0.0812 | 0.500000 | NO          | 5.770568  | 
183   | 7        | 1537.08226 | 1524.1074 | 1689.0000 | 2210.0 | 0.0641 | 0.500000 | NO          | 5.795703  | 
184   | 8        | 1537.08226 | 1526.6877 | 1946.0000 | 2210.0 | 0.0551 | 0.500000 | NO          | 5.820784  | 
185   | 9        | 1537.08226 | 1531.5626 | 1537.0000 | 2210.0 | 0.0711 | 0.500000 | NO          | 5.845925  | 
186   | 10       | 1537.08226 | 1534.6618 | 1674.0000 | 2210.0 | 0.0544 | 0.500000 | NO          | 5.871017  | 
187   | 11       | 1537.08226 | 1526.3194 | 1894.0000 | 2210.0 | 0.0749 | 0.500000 | NO          | 5.897762  | 
188   | 0        | 1544.92371 | 1544.9237 | 1994.0000 | 2210.0 | 0.0605 | 0.500000 | NO          | 5.923037  | 
189   | 1        | 1544.92371 | 1544.0910 | 1534.0000 | 2210.0 | 0.0654 | 0.500000 | NO          | 5.948081  | 
190   | 2        | 1544.92371 | 1539.3102 | 1670.0000 | 2210.0 | 0.0581 | 0.500000 | NO          | 5.973196  | 
191   | 3        | 1544.92371 | 1528.1625 | 1459.0000 | 2210.0 | 0.0848 | 0.500000 | NO          | 5.998181  | 
192   | 0        | 1545.35845 | 1545.3584 | 1650.0000 | 2210.0 | 0.0618 | 0.500000 | NO          | 6.023231  | 
193   | 0        | 1545.54542 | 1545.5454 | 1513.0000 | 2210.0 | 0.0764 | 0.500000 | NO          | 6.048254  | 
194   | 1        | 1545.54542 | 1533.6728 | 1476.0000 | 2210.0 | 0.0820 | 0.500000 | NO          | 6.075096  | 
195   | 2        | 1545.54542 | 1536.2194 | 1841.0000 | 2210.0 | 0.0833 | 0.500000 | NO          | 6.102458  | 
196   | 3        | 1545.54542 | 1538.4907 | 1493.0000 | 2210.0 | 0.0948 | 0.500000 | NO          | 6.127701  | 
197   | 4        | 1545.54542 | 1526.4380 | 1939.0000 | 2210.0 | 0.0959 | 0.500000 | NO          | 6.152898  | 
198   | 5        | 1545.54542 | 1536.7595 | 1834.0000 | 2210.0 | 0.0671 | 0.500000 | NO          | 6.177993  | 
199   | 6        | 1545.54542 | 1539.7477 | 1514.0000 | 2210.0 | 0.0612 | 0.500000 | NO          | 6.203140  | 
200   | 0        | 1545.72860 | 1545.7286 | 1669.0000 | 2210.0 | 0.0414 | 0.500000 | NO          | 6.231024  | 
201   | 1        | 1545.72860 | 1534.3759 | 1743.0000 | 2210.0 | 0.0952 | 0.500000 | NO          | 6.256889  | 
202   | 2        | 1545.72860 | 1543.9657 | 1986.0000 | 2210.0 | 0.0903 | 0.500000 | NO          | 6.282042  | 
203   | 3        | 1545.72860 | 1535.6056 | 1827.0000 | 2210.0 | 0.0660 | 0.500000 | NO          | 6.309755  | 
204   | 4        | 1545.72860 | 1524.4116 | 1515.0000 | 2210.0 | 0.0872 | 0.500000 | NO          | 6.335232  | 
205   | 5        | 1545.72860 | 1542.8667 | 1630.0000 | 2210.0 | 0.0641 | 0.500000 | NO          | 6.363955  | 
206   | 6        | 1545.72860 | 1543.7880 | 1862.0000 | 2210.0 | 0.0642 | 0.500000 | NO          | 6.393440  | 
207   | 7        | 1545.72860 | 1540.2705 | 1582.0000 | 2210.0 | 0.0884 | 0.500000 | NO          | 6.421611  | 
208   | 0        | 1551.84043 | 1551.8404 | 1580.0000 | 2210.0 | 0.0677 | 0.500000 | NO          | 6.449515  | 
209   | 1        | 1551.84043 | 1544.6577 | 1812.0000 | 2210.0 | 0.1054 | 0.500000 | NO          | 6.477966  | 
210   | 2        | 1551.84043 | 1545.6866 | 1939.0000 | 2210.0 | 0.0572 | 0.500000 | NO          | 6.528541  | 
211   | 3        | 1551.84043 | 1545.9648 | 1568.0000 | 2210.0 | 0.0672 | 0.500000 | NO          | 6.558523  | 
212   | 0        | 1552.49750 | 1552.4975 | 1597.0000 | 2210.0 | 0.0493 | 0.500000 | NO          | 6.583975  | 
213   | 1        | 1552.49750 | 1538.8635 | 1730.0000 | 2210.0 | 0.1135 | 0.500000 | NO          | 6.609342  | 
214   | 0        | 1553.08028 | 1553.0802 | 1737.0000 | 2210.0 | 0.0533 | 0.500000 | NO          | 6.634701  | 
