Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 406.000000 | 406.00000 | 406.00000 | 4940.0 | 0.0000 | 2.000000 | NO          | 1.727993  | 
2     | 0        | 406.685051 | 406.68505 | 846.00000 | 4877.0 | 0.5248 | 2.000000 | NO          | 1.809732  | 
3     | 0        | 556.064111 | 556.06411 | 1193.0000 | 4806.0 | 0.2438 | 2.000000 | NO          | 1.905369  | 
4     | 0        | 654.830604 | 654.83060 | 1553.0000 | 4806.0 | 0.3796 | 2.000000 | NO          | 1.986594  | 
5     | 0        | 705.388917 | 705.38891 | 1842.0000 | 4806.0 | 0.4169 | 2.000000 | NO          | 2.062214  | 
6     | 0        | 783.067311 | 783.06731 | 1934.0000 | 4806.0 | 0.2360 | 2.000000 | NO          | 2.098974  | 
7     | 0        | 800.956994 | 800.95699 | 2206.0000 | 4806.0 | 0.4195 | 2.000000 | NO          | 2.143715  | 
8     | 1        | 800.956994 | 750.61902 | 2263.0000 | 4806.0 | 0.7138 | 2.000000 | NO          | 2.181075  | 
9     | 2        | 800.956994 | 735.13678 | 2410.0000 | 4806.0 | 0.7655 | 2.000000 | NO          | 2.223944  | 
10    | 0        | 831.993999 | 831.99399 | 2625.0000 | 4806.0 | 0.4896 | 2.000000 | NO          | 2.266595  | 
11    | 0        | 860.122142 | 860.12214 | 2701.0000 | 4806.0 | 0.4710 | 2.000000 | NO          | 2.304150  | 
12    | 1        | 860.122142 | 830.44874 | 3083.0000 | 4806.0 | 0.8704 | 2.000000 | NO          | 2.341571  | 
13    | 2        | 860.122142 | 695.16703 | 2606.0000 | 4806.0 | 0.8278 | 2.000000 | NO          | 2.379149  | 
14    | 3        | 860.122142 | 590.66833 | 3065.0000 | 4806.0 | 0.7431 | 2.000000 | NO          | 2.416522  | 
15    | 4        | 860.122142 | 624.80040 | 3387.0000 | 4806.0 | 0.6800 | 2.000000 | NO          | 2.454075  | 
16    | 5        | 860.122142 | 404.21196 | 2897.0000 | 4806.0 | 0.9056 | 2.000000 | NO          | 2.491792  | 
17    | 6        | 860.122142 | 554.23743 | 2941.0000 | 4806.0 | 0.5474 | 2.000000 | NO          | 2.531705  | 
18    | 7        | 860.122142 | 246.20731 | 2645.0000 | 4806.0 | 0.9637 | 2.000000 | NO          | 2.569290  | 
19    | 8        | 860.122142 | 333.74746 | 2842.0000 | 4806.0 | 1.0339 | 2.000000 | NO          | 2.607229  | 
20    | 9        | 860.122142 | 121.79670 | 1955.0000 | 4806.0 | 1.0750 | 2.000000 | NO          | 2.644879  | 
21    | 10       | 860.122142 | 156.97136 | 2211.0000 | 4806.0 | 0.6696 | 2.000000 | NO          | 2.682637  | 
22    | 11       | 860.122142 | 278.48186 | 3274.0000 | 4806.0 | 0.4298 | 2.000000 | NO          | 2.720678  | 
23    | 12       | 860.122142 | -86.71484 | 2858.0000 | 4806.0 | 0.9818 | 2.000000 | NO          | 2.758314  | 
24    | 13       | 860.122142 | 62.461389 | 3318.0000 | 4806.0 | 0.4225 | 2.000000 | NO          | 2.796165  | 
25    | 14       | 860.122142 | 168.05200 | 3737.0000 | 4806.0 | 0.3923 | 2.000000 | NO          | 2.833941  | 
26    | 15       | 860.122142 | 112.11852 | 4416.0000 | 4806.0 | 0.6318 | 2.000000 | NO          | 2.871855  | 
27    | 16       | 860.122142 | 170.43409 | 3901.0000 | 4806.0 | 0.5765 | 2.000000 | NO          | 2.909726  | 
28    | 17       | 860.122142 | 148.73483 | 3616.0000 | 4806.0 | 1.2870 | 2.000000 | NO          | 2.947837  | 
29    | 18       | 860.122142 | -114.8219 | 3139.0000 | 4806.0 | 1.0304 | 2.000000 | NO          | 2.985593  | 
30    | 19       | 860.122142 | -174.9919 | 2362.0000 | 4806.0 | 1.2025 | 2.000000 | NO          | 3.062805  | 
31    | 20       | 860.122142 | -107.9883 | 2716.0000 | 4806.0 | 0.7258 | 2.000000 | NO          | 3.100860  | 
32    | 21       | 860.122142 | 32.870993 | 3891.0000 | 4806.0 | 0.7288 | 2.000000 | NO          | 3.138868  | 
33    | 22       | 860.122142 | -475.7816 | 1849.0000 | 4806.0 | 1.5200 | 2.000000 | NO          | 3.176918  | 
34    | 23       | 860.122142 | -196.6254 | 2585.0000 | 4806.0 | 0.8304 | 2.000000 | NO          | 3.214957  | 
35    | 24       | 860.122142 | -153.2645 | 4026.0000 | 4806.0 | 1.1769 | 2.000000 | NO          | 3.253234  | 
36    | 25       | 860.122142 | -269.8478 | 2406.0000 | 4806.0 | 0.7600 | 2.000000 | NO          | 3.291557  | 
37    | 1        | 860.122142 | -88.37575 | 3303.0000 | 4806.0 | 0.3093 | 1.000000 | NO          | 3.329696  | 
38    | 2        | 860.122142 | 36.080575 | 3731.0000 | 4806.0 | 0.2072 | 1.000000 | NO          | 3.367907  | 
39    | 3        | 860.122142 | 173.55322 | 4106.0000 | 4806.0 | 0.3351 | 1.000000 | NO          | 3.406113  | 
40    | 4        | 860.122142 | 209.53334 | 2956.0000 | 4806.0 | 0.4437 | 1.000000 | NO          | 3.444511  | 
41    | 5        | 860.122142 | 302.27494 | 5043.0000 | 4806.0 | 0.5713 | 1.000000 | NO          | 3.487528  | 
42    | 6        | 860.122142 | 339.62484 | 3897.0000 | 4806.0 | 0.4530 | 1.000000 | NO          | 3.525868  | 
43    | 7        | 860.122142 | 441.11680 | 4462.0000 | 4806.0 | 0.3890 | 1.000000 | NO          | 3.564366  | 
44    | 8        | 860.122142 | 657.60141 | 4376.0000 | 4806.0 | 0.5200 | 1.000000 | NO          | 3.602873  | 
45    | 0        | 894.282934 | 894.28293 | 3264.0000 | 4806.0 | 0.4427 | 1.000000 | NO          | 3.641289  | 
46    | 0        | 1037.51996 | 1037.5199 | 3790.0000 | 4806.0 | 0.3619 | 1.000000 | NO          | 3.679912  | 
47    | 0        | 1157.49057 | 1157.4905 | 4452.0000 | 4806.0 | 0.5748 | 1.000000 | NO          | 3.718506  | 
48    | 0        | 1166.12623 | 1166.1262 | 5033.0000 | 4806.0 | 0.3090 | 1.000000 | NO          | 3.757121  | 
49    | 0        | 1256.24457 | 1256.2445 | 3579.0000 | 4806.0 | 0.2535 | 1.000000 | NO          | 3.795694  | 
50    | 0        | 1320.98993 | 1320.9899 | 3339.0000 | 4806.0 | 0.3390 | 1.000000 | NO          | 3.834374  | 
51    | 0        | 1350.79072 | 1350.7907 | 3951.0000 | 4806.0 | 0.4052 | 1.000000 | NO          | 3.872944  | 
52    | 0        | 1439.59574 | 1439.5957 | 4674.0000 | 4806.0 | 0.2574 | 1.000000 | NO          | 3.911470  | 
53    | 0        | 1469.88121 | 1469.8812 | 4500.0000 | 4806.0 | 0.3013 | 1.000000 | NO          | 3.950143  | 
54    | 0        | 1584.15931 | 1584.1593 | 4514.0000 | 4806.0 | 0.3320 | 1.000000 | NO          | 3.988776  | 
55    | 0        | 1609.81955 | 1609.8195 | 3498.0000 | 4806.0 | 0.3199 | 1.000000 | NO          | 4.027482  | 
56    | 0        | 1643.37127 | 1643.3712 | 2689.0000 | 4806.0 | 0.3538 | 1.000000 | NO          | 4.066232  | 
57    | 0        | 1745.43502 | 1745.4350 | 3672.0000 | 4806.0 | 0.2444 | 1.000000 | NO          | 4.104863  | 
58    | 0        | 1807.93552 | 1807.9355 | 2633.0000 | 4806.0 | 0.3647 | 1.000000 | NO          | 4.143640  | 
59    | 0        | 1867.31260 | 1867.3126 | 3723.0000 | 4806.0 | 0.1997 | 1.000000 | NO          | 4.182257  | 
60    | 0        | 1939.83007 | 1939.8300 | 4551.0000 | 4806.0 | 0.3405 | 1.000000 | NO          | 4.259094  | 
61    | 0        | 2033.56126 | 2033.5612 | 3034.0000 | 4806.0 | 0.2179 | 1.000000 | NO          | 4.298096  | 
62    | 1        | 2033.56126 | 1965.2670 | 3994.0000 | 4806.0 | 0.4448 | 1.000000 | NO          | 4.336801  | 
63    | 0        | 2100.85006 | 2100.8500 | 3081.0000 | 4806.0 | 0.1856 | 1.000000 | NO          | 4.375556  | 
64    | 0        | 2189.10794 | 2189.1079 | 4715.0000 | 4806.0 | 0.2906 | 1.000000 | NO          | 4.414490  | 
65    | 0        | 2253.16863 | 2253.1686 | 3419.0000 | 4806.0 | 0.2919 | 1.000000 | NO          | 4.453413  | 
66    | 0        | 2304.90240 | 2304.9024 | 3881.0000 | 4806.0 | 0.1676 | 1.000000 | NO          | 4.492275  | 
67    | 1        | 2304.90240 | 2274.5308 | 3599.0000 | 4806.0 | 0.3736 | 1.000000 | NO          | 4.531193  | 
68    | 0        | 2357.25533 | 2357.2553 | 3063.0000 | 4806.0 | 0.1373 | 1.000000 | NO          | 4.569988  | 
69    | 0        | 2395.94926 | 2395.9492 | 4355.0000 | 4806.0 | 0.1431 | 1.000000 | NO          | 4.608971  | 
70    | 0        | 2412.38750 | 2412.3875 | 3530.0000 | 4806.0 | 0.2565 | 1.000000 | NO          | 4.647889  | 
71    | 0        | 2510.01392 | 2510.0139 | 3234.0000 | 4806.0 | 0.2281 | 1.000000 | NO          | 4.686780  | 
72    | 1        | 2510.01392 | 2503.8781 | 3171.0000 | 4806.0 | 0.3008 | 1.000000 | NO          | 4.725076  | 
73    | 0        | 2618.17141 | 2618.1714 | 4067.0000 | 4806.0 | 0.2495 | 1.000000 | NO          | 4.763326  | 
74    | 0        | 2618.50477 | 2618.5047 | 5123.0000 | 4806.0 | 0.3153 | 1.000000 | NO          | 4.801389  | 
75    | 0        | 2689.41134 | 2689.4113 | 3830.0000 | 4806.0 | 0.1885 | 1.000000 | NO          | 4.839738  | 
76    | 1        | 2689.41134 | 2672.8336 | 2984.0000 | 4806.0 | 0.1934 | 1.000000 | NO          | 4.878747  | 
77    | 0        | 2724.67094 | 2724.6709 | 3113.0000 | 4806.0 | 0.1717 | 1.000000 | NO          | 4.917737  | 
78    | 0        | 2765.54901 | 2765.5490 | 4163.0000 | 4806.0 | 0.1276 | 1.000000 | NO          | 4.956632  | 
79    | 0        | 2791.18016 | 2791.1801 | 3801.0000 | 4806.0 | 0.1514 | 1.000000 | NO          | 4.996070  | 
80    | 1        | 2791.18016 | 2683.4520 | 2559.0000 | 4806.0 | 0.3758 | 1.000000 | NO          | 5.035123  | 
81    | 2        | 2791.18016 | 2709.4074 | 3974.0000 | 4806.0 | 0.1903 | 1.000000 | NO          | 5.078034  | 
82    | 3        | 2791.18016 | 2721.4352 | 4137.0000 | 4806.0 | 0.1655 | 1.000000 | NO          | 5.116953  | 
83    | 4        | 2791.18016 | 2770.6595 | 4539.0000 | 4806.0 | 0.2022 | 1.000000 | NO          | 5.156173  | 
84    | 5        | 2791.18016 | 2775.0253 | 3973.0000 | 4806.0 | 0.3506 | 1.000000 | NO          | 5.195237  | 
85    | 6        | 2791.18016 | 2775.5315 | 4197.0000 | 4806.0 | 0.1714 | 1.000000 | NO          | 5.233997  | 
86    | 0        | 2805.27808 | 2805.2780 | 3645.0000 | 4806.0 | 0.1976 | 1.000000 | NO          | 5.272177  | 
87    | 0        | 2842.87261 | 2842.8726 | 3483.0000 | 4806.0 | 0.2162 | 1.000000 | NO          | 5.310167  | 
88    | 0        | 2916.30156 | 2916.3015 | 4454.0000 | 4806.0 | 0.1769 | 1.000000 | NO          | 5.348785  | 
89    | 0        | 2960.56141 | 2960.5614 | 4069.0000 | 4806.0 | 0.1330 | 1.000000 | NO          | 5.387675  | 
90    | 1        | 2960.56141 | 2944.0885 | 3973.0000 | 4806.0 | 0.2925 | 1.000000 | NO          | 5.466140  | 
91    | 2        | 2960.56141 | 2956.9957 | 2960.0000 | 4806.0 | 0.2181 | 1.000000 | NO          | 5.505365  | 
92    | 3        | 2960.56141 | 2947.8460 | 3415.0000 | 4806.0 | 0.1811 | 1.000000 | NO          | 5.544506  | 
93    | 0        | 2986.64569 | 2986.6456 | 4292.0000 | 4806.0 | 0.1599 | 1.000000 | NO          | 5.583627  | 
94    | 0        | 2996.23664 | 2996.2366 | 2831.0000 | 4806.0 | 0.1295 | 1.000000 | NO          | 5.622934  | 
95    | 1        | 2996.23664 | 2979.2378 | 4732.0000 | 4806.0 | 0.2127 | 1.000000 | NO          | 5.661955  | 
96    | 0        | 3001.43418 | 3001.4341 | 4232.0000 | 4806.0 | 0.1692 | 1.000000 | NO          | 5.701168  | 
97    | 0        | 3005.42754 | 3005.4275 | 3485.0000 | 4806.0 | 0.1645 | 1.000000 | NO          | 5.740354  | 
98    | 0        | 3030.08963 | 3030.0896 | 4576.0000 | 4806.0 | 0.1512 | 1.000000 | NO          | 5.779286  | 
99    | 0        | 3057.65494 | 3057.6549 | 3327.0000 | 4806.0 | 0.1508 | 1.000000 | NO          | 5.818284  | 
100   | 1        | 3057.65494 | 3039.0999 | 4869.0000 | 4806.0 | 0.2181 | 1.000000 | NO          | 5.857275  | 
101   | 0        | 3076.69818 | 3076.6981 | 4681.0000 | 4806.0 | 0.1161 | 1.000000 | NO          | 5.896552  | 
102   | 1        | 3076.69818 | 3069.6106 | 3847.0000 | 4806.0 | 0.1603 | 1.000000 | NO          | 5.940021  | 
103   | 2        | 3076.69818 | 3065.6619 | 3492.0000 | 4806.0 | 0.1731 | 1.000000 | NO          | 5.979104  | 
104   | 3        | 3076.69818 | 3006.5514 | 3911.0000 | 4806.0 | 0.2315 | 1.000000 | NO          | 6.018233  | 
105   | 4        | 3076.69818 | 3023.1477 | 2970.0000 | 4806.0 | 0.1264 | 1.000000 | NO          | 6.057122  | 
106   | 0        | 3082.16555 | 3082.1655 | 2709.0000 | 4806.0 | 0.1121 | 1.000000 | NO          | 6.096272  | 
107   | 1        | 3082.16555 | 3054.1018 | 4264.0000 | 4806.0 | 0.1249 | 1.000000 | NO          | 6.135804  | 
108   | 0        | 3083.52469 | 3083.5246 | 3454.0000 | 4806.0 | 0.1835 | 1.000000 | NO          | 6.178934  | 
109   | 1        | 3083.52469 | 3076.9693 | 3994.0000 | 4806.0 | 0.2422 | 1.000000 | NO          | 6.220844  | 
110   | 0        | 3102.76356 | 3102.7635 | 4251.0000 | 4806.0 | 0.2105 | 1.000000 | NO          | 6.264767  | 
111   | 1        | 3102.76356 | 3101.6114 | 4282.0000 | 4806.0 | 0.1535 | 1.000000 | NO          | 6.306412  | 
112   | 0        | 3111.08873 | 3111.0887 | 4700.0000 | 4806.0 | 0.1294 | 1.000000 | NO          | 6.349547  | 
